,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,accommodates,host_is_superhost,host_response_rate,host_response_time,listing_url,maximum_nights,property_type,review_scores_accuracy,review_scores_checkin,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,distancia
2232,18430889,"BO - ALMADA 346 ""INFANTE"" APT W/TERRACE",127147042.0,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14861,-8.61294,Entire home/apt,66.0,2.0,1.0,2022-09-23,0.35,21.0,352.0,1.0,nan,4.0,f,80.0,within a few hours,https://www.airbnb.com/rooms/18430889,1125.0,Entire rental unit,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.20320892999674026
2233,18431148,ORM - Almada 01 Apartment,19887538.0,Oporto Rental Management,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15059,-8.61213,Entire home/apt,44.0,1.0,62.0,2022-11-12,0.9,42.0,338.0,14.0,48324/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/18431148,1125.0,Entire rental unit,4.81,4.97,4.92,4.89,4.84,4.71,4.75,0.15074609566957797
2234,18629434,Porto Island 2 (house and terrace w/barbecue),129419320.0,Sofia,PORTO,Lordelo do Ouro e Massarelos,41.15949,-8.64256,Entire home/apt,50.0,3.0,71.0,2022-11-10,1.06,3.0,332.0,27.0,44547/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/18629434,30.0,Tiny home,4.93,4.97,4.99,5.0,4.62,4.92,4.87,2.869738336916955
2235,18431242,"BO - ALMADA 346 ""FREIXO"" APT  W/CITY VIEW",127147042.0,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14939,-8.61093,Entire home/apt,66.0,2.0,1.0,2017-07-03,0.02,21.0,349.0,0.0,nan,2.0,f,80.0,within a few hours,https://www.airbnb.com/rooms/18431242,1125.0,Entire rental unit,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.023485648279082394
2236,18431359,"BO - ALMADA 346 ""DOM LUIZ"" APT W/BALCONY",127147042.0,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14893,-8.61105,Entire home/apt,66.0,2.0,22.0,2022-11-27,1.4,21.0,347.0,19.0,23733/al,4.0,f,80.0,within a few hours,https://www.airbnb.com/rooms/18431359,1125.0,Entire rental unit,4.73,4.64,4.73,4.59,4.95,4.59,4.59,0.0755518288919449
2237,18158507,"Beach, Surf & City - Espinho",43832927.0,Rui Pedro,ESPINHO,Espinho,41.01155,-8.64353,Entire home/apt,55.0,4.0,53.0,2022-12-04,1.18,1.0,158.0,15.0,nan,5.0,t,100.0,within an hour,https://www.airbnb.com/rooms/18158507,1125.0,Entire rental unit,4.94,4.96,4.91,4.87,4.94,4.92,4.72,15.592196106636578
2238,18630075,BRA.com Campanhã 002,40592098.0,Bárbara,PORTO,Bonfim,41.15099,-8.5907,Entire home/apt,73.0,2.0,0.0,nan,0.11333333333333333,24.0,99.0,0.0,51959/AL,5.0,f,100.0,within a few hours,https://www.airbnb.com/rooms/18630075,1125.0,Entire rental unit,4.81,4.586666666666667,4.473333333333334,4.5633333333333335,4.3933333333333335,4.6033333333333335,4.733333333333333,1.6983578303919347
2239,18437734,"Casa acolhedora, 2 minutos do rio douro",44779942.0,Sandra,GONDOMAR,"Gondomar (São Cosme), Valbom e Jovim",41.1369,-8.56545,Entire home/apt,55.0,2.0,187.0,2022-11-20,2.74,1.0,289.0,38.0,66196/AL,5.0,t,100.0,within an hour,https://www.airbnb.com/rooms/18437734,1125.0,Entire home,4.92,4.98,4.84,4.97,4.68,4.79,4.85,4.059407075148616
2240,18445451,Maestro Appartment,15301332.0,José,PORTO,Bonfim,41.15158,-8.60269,Entire home/apt,44.0,2.0,187.0,2022-11-23,2.73,1.0,198.0,7.0,84552/AL,3.0,f,100.0,within a few hours,https://www.airbnb.com/rooms/18445451,1125.0,Entire rental unit,4.84,4.84,4.83,4.89,4.73,4.74,4.71,0.7218030152348406
2241,18630355,BRA.com Campanhã 003,40592098.0,Bárbara,PORTO,Bonfim,41.15099,-8.5907,Entire home/apt,73.0,2.0,17.0,2022-09-30,0.25,24.0,102.0,6.0,51986/AL,6.0,f,100.0,within a few hours,https://www.airbnb.com/rooms/18630355,1125.0,Entire rental unit,4.76,4.76,4.76,4.35,4.18,4.47,4.53,1.6983578303919347
2242,18447384,Porto Apartment with a Private Patio near Clerigos Tower,89904217.0,Ana Sofia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14411,-8.61834,Entire home/apt,80.0,2.0,208.0,2022-11-15,3.04,4.0,207.0,40.0,41836/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/18447384,90.0,Entire rental unit,4.93,4.95,4.93,4.97,4.95,4.9,4.87,0.87221218050491
2243,18160151,1 bedroom low cost apartment in the historic area,89383433.0,Lisa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14223,-8.60749,Entire home/apt,60.0,2.0,138.0,2022-10-27,2.0,8.0,347.0,32.0,54627/AL,2.0,t,90.0,within an hour,https://www.airbnb.com/rooms/18160151,1125.0,Entire rental unit,4.92,4.96,4.83,4.95,4.93,4.86,4.86,0.8678247491528216
2244,18630426,Baixa24 - Downtown Bliss w/ Amazing Natural Light,252729505.0,Alex,PORTO,Bonfim,41.14834,-8.598,Entire home/apt,220.0,2.0,102.0,2022-11-27,1.52,18.0,282.0,31.0,57245/AL,11.0,f,0.0,nan,https://www.airbnb.com/rooms/18630426,1125.0,Entire rental unit,4.8,4.92,4.46,4.93,4.61,4.59,4.56,1.0891648635694857
2245,18160657,low cost basement  apartment in the historic area,89383433.0,Lisa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14224,-8.60751,Entire home/apt,38.0,2.0,98.0,2022-10-01,1.42,8.0,260.0,26.0,54633/AL,2.0,t,90.0,within an hour,https://www.airbnb.com/rooms/18160657,1125.0,Entire rental unit,4.8,4.9,4.72,4.93,4.93,4.7,4.59,0.8662245527852132
2246,18631710,Porto Island 3 (house and terrace w/barbecue),129419320.0,Sofia,PORTO,Lordelo do Ouro e Massarelos,41.15827,-8.6433,Entire home/apt,45.0,3.0,77.0,2022-10-07,1.13,3.0,341.0,19.0,44557/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/18631710,30.0,Tiny home,4.92,4.95,4.96,4.96,4.53,4.83,4.89,2.878862445124188
2247,18447670,"BO - BOLHÃO ""ORANGE"" APT. W/CITY VIEW",127147042.0,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14808,-8.60707,Entire home/apt,66.0,20.0,6.0,2021-09-02,0.11,21.0,349.0,0.0,nan,3.0,f,80.0,within a few hours,https://www.airbnb.com/rooms/18447670,1125.0,Entire rental unit,4.67,5.0,4.83,4.67,5.0,4.33,4.5,0.36249988270766703
2248,18447951,"BO - BOLHÃO ""PINE CONE"" W/ CITY VIEW",127147042.0,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14942,-8.606,Entire home/apt,66.0,2.0,10.0,2022-11-13,0.56,21.0,345.0,8.0,nan,3.0,f,80.0,within a few hours,https://www.airbnb.com/rooms/18447951,1125.0,Entire rental unit,5.0,5.0,4.8,4.8,4.9,5.0,5.0,0.4107611574511091
2250,18643056,BRA.com Campanhã 101,40592098.0,Bárbara,PORTO,Bonfim,41.15099,-8.5907,Entire home/apt,73.0,2.0,6.0,2022-05-08,0.09,24.0,105.0,1.0,nan,6.0,f,100.0,within a few hours,https://www.airbnb.com/rooms/18643056,1125.0,Entire rental unit,4.5,5.0,4.67,5.0,3.67,4.33,4.5,1.6983578303919347
2251,18448171,"BO - BOLHÃO ""PUMPKIN"" APT. W/BALCONY",127147042.0,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14961,-8.6061,Entire home/apt,66.0,2.0,2.0,2022-07-22,0.11,21.0,315.0,1.0,nan,4.0,f,80.0,within a few hours,https://www.airbnb.com/rooms/18448171,1125.0,Entire rental unit,4.5,5.0,4.5,5.0,5.0,4.5,4.5,0.4019012646502378
2252,18448300,"BO - BOLHÃO ""SALMON"" APT. W/CITY VIEW",127147042.0,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15021,-8.60735,Entire home/apt,66.0,20.0,8.0,2022-08-10,0.28,21.0,354.0,2.0,nan,3.0,f,80.0,within a few hours,https://www.airbnb.com/rooms/18448300,1125.0,Entire rental unit,4.75,5.0,4.63,4.88,4.88,4.75,4.63,0.30487797926895027
2253,18448583,COSY & COMFY STUDIO,127147042.0,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14992,-8.60726,Entire home/apt,61.0,2.0,1.0,2021-07-18,0.06,21.0,326.0,0.0,nan,2.0,f,80.0,within a few hours,https://www.airbnb.com/rooms/18448583,1125.0,Entire loft,4.0,5.0,5.0,5.0,5.0,5.0,4.0,0.30684333551667897
2254,18174392,Veleiro,125373970.0,José,VILA NOVA DE GAIA,Canidelo,41.14281,-8.65056,Entire home/apt,69.0,1.0,12.0,2019-08-08,0.18,1.0,269.0,0.0,nan,4.0,f,50.0,within a day,https://www.airbnb.com/rooms/18174392,1125.0,Boat,4.92,5.0,5.0,4.92,5.0,4.83,4.64,3.4056150781129473
2255,18644981,Deco Studio Apartment,16922131.0,YourOpo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14967,-8.60745,Entire home/apt,233.0,1.0,3.0,2019-11-16,0.05,86.0,357.0,0.0,RNET 7972,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/18644981,1125.0,Entire serviced apartment,4.67,5.0,5.0,5.0,5.0,5.0,5.0,0.2889701446178995
2256,18176723,Trindade Bom-Jardim,65908096.0,João Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15271,-8.60853,Entire home/apt,116.0,2.0,59.0,2022-11-05,0.86,1.0,329.0,25.0,42782/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/18176723,1125.0,Entire loft,4.97,4.95,4.97,4.95,4.85,4.97,4.81,0.3987036910814728
2257,18647613,OHH -  3 Bedroom Apartment,129571310.0,Daniel E Ana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14888,-8.60234,Entire home/apt,101.0,2.0,80.0,2022-10-25,1.18,1.0,356.0,14.0,45224/AL,5.0,f,80.0,within an hour,https://www.airbnb.com/rooms/18647613,1125.0,Entire rental unit,4.76,4.71,4.7,4.72,4.59,4.56,4.6,0.7211827968210703
2258,18448662,WIDE & GORGEOUS STUDIO,127147042.0,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14878,-8.60733,Entire home/apt,61.0,2.0,2.0,2021-06-30,0.07,21.0,348.0,0.0,nan,2.0,f,80.0,within a few hours,https://www.airbnb.com/rooms/18448662,1125.0,Entire loft,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.3125121260745363
2259,18449066,GuestReady - Orange Basket Flat,364783572.0,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14755,-8.62131,Entire home/apt,64.0,2.0,312.0,2022-12-06,4.55,245.0,281.0,60.0,42735/AL,5.0,f,0.0,nan,https://www.airbnb.com/rooms/18449066,365.0,Entire rental unit,4.74,4.58,4.55,4.75,4.82,4.6,4.68,0.9009474837587687
2260,18649268,Liiiving in Porto | Central Garden Flat,30907275.0,Liiiving,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1614,-8.60473,Entire home/apt,65.0,2.0,11.0,2022-05-16,0.17,113.0,327.0,2.0,69577/AL,4.0,f,100.0,within an hour,https://www.airbnb.com/rooms/18649268,1125.0,Entire rental unit,4.82,4.91,4.45,5.0,4.82,4.64,4.73,1.4101217038212124
2261,18178588,Quinta dos Moinhos,125415937.0,Daniel Gonçalves,GONDOMAR,Melres e Medas,41.07526,-8.41656,Entire home/apt,500.0,2.0,96.0,2022-11-22,1.57,1.0,244.0,25.0,60745/AL,16.0,f,90.0,within an hour,https://www.airbnb.com/rooms/18178588,90.0,Entire villa,4.89,4.93,4.8,4.85,4.83,4.94,4.86,18.259402810302735
2262,18653620,Raca's place!,125142659.0,Raquel,VILA NOVA DE GAIA,Arcozelo,41.04312,-8.63013,Entire home/apt,70.0,4.0,8.0,2022-07-12,0.12,1.0,0.0,1.0,63297/AL,5.0,f,0.0,nan,https://www.airbnb.com/rooms/18653620,1125.0,Entire rental unit,4.13,4.75,4.0,4.88,4.25,4.5,4.5,11.949188753788624
2263,18187137,Private Suite room with  private bathroom,125498412.0,Margarida,PORTO,Lordelo do Ouro e Massarelos,41.15994,-8.6385,Private room,46.0,1.0,35.0,2022-10-02,0.69,7.0,318.0,18.0,48392/AL,2.0,t,90.0,within a few hours,https://www.airbnb.com/rooms/18187137,1125.0,Private room in guest suite,4.97,4.97,4.94,4.97,4.83,4.86,4.89,2.5809810908498703
2264,18194072,GuestReady - Message in a Bottle,125565102.0,Duarte,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14466,-8.61289,Entire home/apt,43.0,2.0,270.0,2022-12-01,3.91,3.0,266.0,64.0,44032/AL,4.0,f,100.0,within an hour,https://www.airbnb.com/rooms/18194072,365.0,Entire rental unit,4.85,4.62,4.74,4.71,4.95,4.59,4.69,0.5740194656648856
2265,18456156,Kokas Studio,126878939.0,Vitor,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14469,-8.61596,Entire home/apt,50.0,2.0,247.0,2022-12-13,3.63,2.0,201.0,67.0,34325/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/18456156,30.0,Entire loft,4.8,4.89,4.83,4.91,4.83,4.66,4.69,0.6910782905129933
2266,18461303,Poveiros_ Cozy II:Private Studio Porto Center:,22280609.0,Daniela,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14659,-8.60336,Entire home/apt,38.0,20.0,153.0,2020-03-12,2.25,5.0,0.0,0.0,65376/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/18461303,1125.0,Entire rental unit,4.89,4.91,4.9,4.92,4.84,4.75,4.73,0.714564222172181
2267,18653937,Oporto Beach Apartment,126162007.0,Nuno,VILA NOVA DE GAIA,Canidelo,41.12214,-8.66408,Entire home/apt,80.0,1.0,6.0,2018-11-19,0.09,1.0,76.0,0.0,49297/AL,5.0,f,100.0,within an hour,https://www.airbnb.com/rooms/18653937,90.0,Entire rental unit,4.8,5.0,5.0,5.0,4.5,4.8,5.0,5.399842239783981
2268,18194398,GuestReady - The Notebook,125565102.0,Duarte,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14402,-8.61225,Entire home/apt,50.0,2.0,298.0,2022-11-06,4.31,3.0,300.0,60.0,44033/AL,4.0,f,100.0,within an hour,https://www.airbnb.com/rooms/18194398,365.0,Entire rental unit,4.72,4.55,4.71,4.61,4.9,4.5,4.64,0.6306805823949453
2269,18655095,GuestReady - Capelo Concept Design,364783572.0,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16259,-8.61845,Entire home/apt,54.0,2.0,140.0,2022-11-14,2.06,245.0,193.0,24.0,47232/AL,5.0,f,0.0,nan,https://www.airbnb.com/rooms/18655095,1125.0,Entire rental unit,4.81,4.59,4.65,4.61,4.41,4.56,4.64,1.5766723620825829
2270,18194546,Downtown apartment,116104069.0,Jorge,PORTO,Bonfim,41.14701,-8.5997,Entire home/apt,54.0,1.0,172.0,2022-11-08,2.49,2.0,184.0,33.0,127698/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/18194546,1125.0,Entire rental unit,4.85,4.91,4.77,4.92,4.79,4.67,4.64,0.9810102114100558
2271,18210384,FLH Porto Trindade Cozy Flat,3953109.0,Feels Like Home,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15585,-8.60944,Entire home/apt,77.0,1.0,46.0,2022-09-19,0.68,85.0,307.0,7.0,45103/AL,6.0,f,99.0,within an hour,https://www.airbnb.com/rooms/18210384,1125.0,Entire rental unit,4.56,4.44,4.53,4.47,4.5,4.44,4.45,0.7056367491444916
2272,18461746,EV -A different place to stay in Porto,115299145.0,Elsa,PORTO,Bonfim,41.14995,-8.59269,Entire home/apt,1000.0,2.0,52.0,2019-02-25,0.76,1.0,179.0,0.0,49164/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/18461746,1125.0,Entire rental unit,4.9,4.96,4.92,4.92,4.42,4.88,4.73,1.5251997463740086
2273,18655334,GuestReady - Capelo Concept Tradition,364783572.0,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16286,-8.62008,Entire home/apt,50.0,3.0,83.0,2022-12-04,1.22,245.0,300.0,13.0,47234/AL,5.0,f,0.0,nan,https://www.airbnb.com/rooms/18655334,1125.0,Entire rental unit,4.67,4.5,4.47,4.53,4.41,4.42,4.54,1.6627281454960945
2274,18488782,La Paz Oporto Touristic Apartment,35057317.0,João,PORTO,Bonfim,41.15683,-8.59509,Entire home/apt,55.0,2.0,17.0,2020-02-26,0.26,9.0,0.0,0.0,44303/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/18488782,1124.0,Entire rental unit,4.88,4.94,5.0,5.0,4.47,4.59,4.53,1.5486957856540224
2275,18489032,Porto Baixa II,69152985.0,Miguel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14763,-8.61521,Entire home/apt,52.0,2.0,118.0,2022-11-01,1.75,2.0,178.0,38.0,41141/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/18489032,1125.0,Entire rental unit,4.95,4.94,4.97,4.98,4.97,4.93,4.77,0.42215817462594407
2276,18211036,"Apartamento 2 quartos, Ramalde",17119387.0,Kalinca Paolla,PORTO,Ramalde,41.17214,-8.63506,Entire home/apt,41.0,2.0,3.0,2019-07-18,0.06,1.0,43.0,0.0,nan,7.0,f,0.0,nan,https://www.airbnb.com/rooms/18211036,5.0,Entire rental unit,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.220622190575693
2277,18660845,Casa Maria Albertina,56755057.0,Francisca,PORTO,Bonfim,41.14352,-8.59626,Private room,28.0,2.0,16.0,2018-08-28,0.24,1.0,0.0,0.0,nan,2.0,f,0.0,nan,https://www.airbnb.com/rooms/18660845,10.0,Private room in home,4.36,4.71,4.71,4.71,4.71,4.5,4.57,1.399919635857381
2278,18212896,"Centro do Porto, com terraço - Casa dos Abraços.",125741016.0,Maria,PORTO,Bonfim,41.15195,-8.59922,Entire home/apt,53.0,2.0,93.0,2022-11-30,1.39,1.0,35.0,16.0,58697/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/18212896,186.0,Entire rental unit,4.95,4.99,4.96,4.97,4.61,4.85,4.77,1.0122478529123244
2279,18500348,"Best of nature:PortoCityPark/oceanMatosinho, METRO",25831854.0,Sofia,MATOSINHOS,Matosinhos e Leça da Palmeira,41.17821,-8.6751,Private room,30.0,5.0,81.0,2022-09-07,1.2,2.0,227.0,15.0,44419/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/18500348,1125.0,Private room in rental unit,4.98,5.0,4.98,5.0,4.89,4.98,4.91,6.2452380442192075
2280,18500854,"BO - Sá da Bandeira ""Palácio Cristal""",127147042.0,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15055,-8.60657,Entire home/apt,66.0,2.0,5.0,2022-11-07,0.77,21.0,360.0,5.0,nan,4.0,f,80.0,within a few hours,https://www.airbnb.com/rooms/18500854,1125.0,Entire rental unit,5.0,4.8,4.8,4.8,5.0,4.8,4.8,0.37762053254981925
2281,18668887,Magalhães Apartments,90902533.0,António,PORTO,Bonfim,41.15138,-8.5986,Entire home/apt,70.0,2.0,31.0,2022-10-25,0.46,1.0,0.0,8.0,43746/AL,4.0,f,100.0,within a few hours,https://www.airbnb.com/rooms/18668887,1125.0,Entire rental unit,4.97,5.0,4.94,4.9,4.63,4.81,4.9,1.0487014106396257
2282,18501088,"BO - Sá da Bandeira ""Jardim Romantico""",127147042.0,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14951,-8.60761,Entire home/apt,61.0,20.0,1.0,2018-03-08,0.02,21.0,351.0,0.0,nan,2.0,f,80.0,within a few hours,https://www.airbnb.com/rooms/18501088,1125.0,Entire rental unit,4.89,5.0,4.943333333333333,4.723333333333334,5.0,0.0,4.75,0.2756507035507436
2283,18501507,"BO - Sá da Bandeira ""Passeio Alegre""",127147042.0,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14901,-8.60663,Entire home/apt,67.0,20.0,7.0,2022-11-18,0.24,21.0,351.0,6.0,nan,4.0,f,80.0,within a few hours,https://www.airbnb.com/rooms/18501507,1125.0,Entire rental unit,4.57,4.71,4.29,4.57,4.71,4.57,4.43,0.36349428533815387
2284,18501735,"BO - Sá da Bandeira ""Jardim Botânico""",127147042.0,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14951,-8.60761,Entire home/apt,61.0,20.0,6.0,2022-05-27,0.21,21.0,357.0,2.0,nan,3.0,f,80.0,within a few hours,https://www.airbnb.com/rooms/18501735,1125.0,Entire rental unit,5.0,5.0,5.0,5.0,5.0,4.83,4.5,0.2756507035507436
2285,18222018,Have a Drink in the Garden at a Modern and Central Three Story House,31519672.0,Rosália,PORTO,Paranhos,41.16422,-8.60394,Entire home/apt,101.0,3.0,26.0,2022-08-28,0.38,3.0,318.0,7.0,44464/AL,4.0,t,100.0,within a few hours,https://www.airbnb.com/rooms/18222018,39.0,Entire home,4.91,4.91,5.0,4.73,4.36,4.85,4.55,1.726942278584357
2286,18672311,"""LBV"" Apartment in Porto city Center",38963404.0,Zelije,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15051,-8.60991,Entire home/apt,60.0,3.0,108.0,2022-12-04,1.59,9.0,78.0,15.0,60185/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/18672311,365.0,Entire rental unit,4.88,4.89,4.94,4.87,4.94,4.86,4.78,0.13080460923688098
2287,18222845,Cozy Apartment in Heart of Gaia - Porto,125838671.0,Cláudia & Filipe,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12859,-8.60898,Entire home/apt,40.0,3.0,150.0,2022-11-30,2.18,1.0,353.0,27.0,44417/AL,4.0,f,100.0,within an hour,https://www.airbnb.com/rooms/18222845,1125.0,Entire rental unit,4.75,4.91,4.61,4.85,4.54,4.54,4.57,2.341731782007262
2288,18672403,"""Mandala"" Apartment in Porto city center",38963404.0,Zelije,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15051,-8.60991,Entire home/apt,60.0,3.0,113.0,2022-11-01,1.67,9.0,75.0,10.0,60187/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/18672403,365.0,Entire rental unit,4.91,4.9,4.93,4.94,4.94,4.88,4.8,0.13080460923688098
2289,18224003,MonteCativo apartament,125852121.0,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15941,-8.61657,Entire home/apt,55.0,2.0,74.0,2022-09-04,1.08,2.0,129.0,6.0,45999/AL,6.0,f,100.0,within an hour,https://www.airbnb.com/rooms/18224003,1125.0,Entire rental unit,4.92,4.9,4.99,4.9,4.57,4.83,4.85,1.1896391733813427
2290,18506388,Vue over the River  ( Douro ),26094139.0,Mickaël,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.14167,-8.62453,Entire home/apt,32.0,2.0,107.0,2022-12-09,1.59,1.0,149.0,38.0,54608/AL,5.0,f,100.0,within an hour,https://www.airbnb.com/rooms/18506388,1125.0,Entire home,4.75,4.8,4.51,4.91,4.64,4.59,4.64,1.4422506817713356
2291,18679337,Scented Porto House / Lavender,40676260.0,Tiago,PORTO,Bonfim,41.15432,-8.59963,Entire home/apt,59.0,2.0,57.0,2022-06-24,0.84,4.0,345.0,3.0,51871/AL,2.0,f,0.0,nan,https://www.airbnb.com/rooms/18679337,1125.0,Entire rental unit,4.91,4.95,4.93,4.95,4.56,4.68,4.69,1.0797338340190765
2292,18507143,Soho Apartment I (terrace),48340706.0,Liliana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1466,-8.61899,Entire home/apt,67.0,3.0,70.0,2022-08-09,1.03,1.0,350.0,18.0,51755/AL,4.0,f,0.0,nan,https://www.airbnb.com/rooms/18507143,1125.0,Entire rental unit,4.79,4.78,4.86,4.83,4.65,4.66,4.64,0.7550681757857731
2293,18514808,World Heritage House with River View,77153972.0,Silvia & Edu,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14069,-8.61131,Entire home/apt,128.0,3.0,228.0,2022-11-23,3.4,19.0,342.0,50.0,44488/AL,5.0,f,100.0,within an hour,https://www.airbnb.com/rooms/18514808,31.0,Entire rental unit,4.96,4.97,4.93,4.98,4.93,4.91,4.87,0.9913414400093018
2294,18685089,Bolhão Architectural Apartment,129420606.0,Edgar,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15044,-8.60832,Entire home/apt,55.0,2.0,133.0,2022-11-27,1.96,1.0,140.0,42.0,46361/AL,3.0,t,90.0,within an hour,https://www.airbnb.com/rooms/18685089,1125.0,Entire rental unit,5.0,4.98,4.96,4.95,4.95,4.95,4.89,0.23534821971585412
2295,18234263,Eco House Balio,31021335.0,Vasco,MATOSINHOS,"Custóias, Leça do Balio e Guifões",41.2239,-8.63855,Private room,300.0,3.0,0.0,nan,0.3466666666666667,1.0,83.0,0.0,nan,2.0,f,0.0,nan,https://www.airbnb.com/rooms/18234263,30.0,Private room in guest suite,4.723333333333334,4.95,4.596666666666667,4.966666666666667,4.79,4.673333333333334,4.666666666666667,8.579668809326355
2296,18689586,Santo António 100,98478009.0,Alexandra,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14728,-8.60899,Entire home/apt,39.0,1.0,67.0,2020-01-04,0.99,1.0,0.0,0.0,109843/AL,2.0,f,100.0,within a day,https://www.airbnb.com/rooms/18689586,1125.0,Entire rental unit,4.99,4.94,4.93,4.96,4.89,4.93,4.85,0.30352235180718556
2297,18516619,Almasaba Beach House... Luxury by the sea,128223489.0,Sal,MATOSINHOS,"Perafita, Lavra e Santa Cruz do Bispo",41.23932,-8.72385,Entire home/apt,119.0,1.0,19.0,2020-01-01,0.48,1.0,0.0,0.0,nan,2.0,f,0.0,nan,https://www.airbnb.com/rooms/18516619,90.0,Entire guesthouse,5.0,5.0,5.0,5.0,4.89,5.0,4.89,13.742087131262629
