,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,accommodates,host_is_superhost,host_response_rate,host_response_time,listing_url,maximum_nights,property_type,review_scores_accuracy,review_scores_checkin,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,distancia
72,536005,Quarto e casa banho privado,2634023.0,Nina,VILA NOVA DE GAIA,São Félix da Marinha,41.03715,-8.64057,Private room,80.0,2.0,0.0,nan,0.12,1.0,362.0,0.0,nan,2.0,f,0.0,nan,https://www.airbnb.com/rooms/536005,1125.0,Private room in condo,5.0,5.0,4.916666666666667,5.0,5.0,5.0,4.666666666666667,12.748678043033504
73,538055,PENSÃO FAVORITA,2643396.0,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15061,-8.62086,Private room,120.0,2.0,0.0,nan,0.12,11.0,68.0,0.0,5525/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/538055,1125.0,Room in boutique hotel,5.0,5.0,4.916666666666667,5.0,5.0,5.0,4.666666666666667,0.8414638274984152
74,982730,Majestic Apartment In Downtown Port,2868260.0,Henrique,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14782,-8.60519,Entire home/apt,61.0,7.0,115.0,2022-09-30,1.09,2.0,90.0,6.0,9594/AL,4.0,f,100.0,within an hour,https://www.airbnb.com/rooms/982730,120.0,Entire rental unit,4.77,4.94,4.79,4.91,4.78,4.69,4.76,0.5174499481704066
75,155723,House with EscolaSuperiorEnferma,748789.0,Margarida M.,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15889,-8.61002,Entire home/apt,80.0,3.0,6.0,2017-08-13,0.04,1.0,0.0,0.0,nan,5.0,f,0.0,nan,https://www.airbnb.com/rooms/155723,30.0,Entire home,4.0,5.0,4.67,4.83,3.5,4.2,4.4,1.0356249352585822
76,1000044,Room in Ribeira Porto view River,5497765.0,Filipa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.13994,-8.61363,Entire home/apt,94.0,3.0,164.0,2022-11-28,1.41,1.0,127.0,27.0,92876/AL,2.0,f,86.0,within a day,https://www.airbnb.com/rooms/1000044,1125.0,Entire rental unit,4.93,4.93,4.82,4.92,4.94,4.85,4.79,1.0981984804887839
77,165699,Oliveira`s Place,789887.0,Bravo` S,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14822,-8.61476,Entire home/apt,779.0,2.0,102.0,2020-02-28,1.09,2.0,146.0,0.0,84715/AL,10.0,f,100.0,within an hour,https://www.airbnb.com/rooms/165699,90.0,Entire rental unit,4.88,4.99,4.77,4.99,4.94,4.82,4.73,0.3577756366528579
78,1023015,House w/pool Near the Beach-Espinho,559704.0,Armando,ESPINHO,Anta e Guetim,40.99902,-8.61646,Entire home/apt,70.0,2.0,99.0,2022-11-14,0.86,2.0,352.0,13.0,10224,4.0,t,100.0,within a few hours,https://www.airbnb.com/rooms/1023015,1125.0,Entire guesthouse,4.86,4.91,4.88,4.91,4.46,4.88,4.79,16.75021737580744
79,538059,PENSÃO FAVORITA,2643396.0,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15065,-8.62109,Private room,75.0,2.0,4.0,2022-09-26,0.1,11.0,284.0,2.0,5525/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/538059,1125.0,Room in boutique hotel,5.0,5.0,4.75,5.0,5.0,5.0,5.0,0.8611444190733127
80,538061,PENSÃO FAVORITA,2643396.0,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14921,-8.61951,Private room,90.0,2.0,2.0,2022-07-03,0.24,11.0,303.0,2.0,5525/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/538061,1125.0,Room in boutique hotel,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.7222129874967731
81,169321,Espaçoso e luminoso Apartamento perto de belas artes I,806826.0,Miguel,PORTO,Bonfim,41.14536,-8.59792,Entire home/apt,125.0,3.0,183.0,2022-11-03,1.36,4.0,179.0,36.0,5458/AL,6.0,t,100.0,within an hour,https://www.airbnb.com/rooms/169321,365.0,Entire rental unit,4.89,4.94,4.96,4.94,4.72,4.89,4.83,1.1846939705534951
82,538062,PENSÃO FAVORITA,2643396.0,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15004,-8.61974,Private room,120.0,2.0,0.0,nan,0.12,11.0,301.0,0.0,5525/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/538062,1125.0,Room in boutique hotel,5.0,5.0,4.916666666666667,5.0,5.0,5.0,4.666666666666667,0.7417781692628547
83,538064,PENSAO FAVORITA,2643396.0,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14909,-8.62093,Private room,115.0,2.0,0.0,nan,0.12,11.0,319.0,0.0,5525/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/538064,1125.0,Room in boutique hotel,5.0,5.0,4.916666666666667,5.0,5.0,5.0,4.666666666666667,0.8417188240910705
84,1072112,Vitória 392 - Central Loft,5897201.0,Marco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14204,-8.61797,Entire home/apt,49.0,2.0,496.0,2022-12-10,4.24,16.0,332.0,33.0,4916/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/1072112,30.0,Entire rental unit,4.91,4.92,4.91,4.95,4.86,4.86,4.83,1.028167162340077
85,1075476,cozy studio 3 in downtown Porto,1266562.0,Lovely,PORTO,Bonfim,41.14665,-8.59936,Entire home/apt,58.0,2.0,180.0,2022-10-19,1.64,18.0,335.0,3.0,109485/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/1075476,1125.0,Entire rental unit,4.79,4.67,4.81,4.7,4.62,4.62,4.71,1.0204168602014052
86,186655,Charming Family House with Garden (6981/AL),897112.0,Helena,PORTO,Lordelo do Ouro e Massarelos,41.15206,-8.65228,Entire home/apt,65.0,3.0,224.0,2022-10-24,1.63,1.0,168.0,11.0,6981/AL,6.0,t,100.0,within a few hours,https://www.airbnb.com/rooms/186655,15.0,Entire townhouse,4.8,4.88,4.85,4.88,4.59,4.74,4.78,3.4754272141437816
87,1081354,Studio with river view by YoursPorto,1675750.0,YoursPorto,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.14245,-8.62651,Entire home/apt,71.0,1.0,669.0,2022-12-02,5.71,19.0,354.0,105.0,23424/AL,3.0,t,100.0,within an hour,https://www.airbnb.com/rooms/1081354,365.0,Entire rental unit,4.76,4.74,4.83,4.79,4.68,4.76,4.68,1.5298888423835137
88,538066,PENSÃO FAVORITA,2643396.0,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15002,-8.61969,Private room,100.0,2.0,1.0,2019-06-09,0.02,11.0,82.0,0.0,5525/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/538066,1125.0,Room in boutique hotel,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.7374568326408789
89,538069,PENSÃO FAVORITA,2643396.0,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15052,-8.62127,Private room,90.0,2.0,0.0,nan,0.12,11.0,297.0,0.0,5525/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/538069,1125.0,Room in boutique hotel,5.0,5.0,4.916666666666667,5.0,5.0,5.0,4.666666666666667,0.8742705462448737
90,186946,DESIGN HOUSE OLD TOWN | BALCONY | AIRCO | RIBEIRA,898831.0,Isabel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14087,-8.61703,Entire home/apt,112.0,2.0,314.0,2022-11-25,2.29,2.0,311.0,50.0,52314/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/186946,90.0,Entire rental unit,4.94,4.92,4.97,4.96,4.89,4.9,4.84,1.098084888278795
91,1083736,Vitória 392 - Central  Apartment,5897201.0,Marco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14396,-8.61734,Entire home/apt,50.0,2.0,161.0,2022-08-31,1.37,16.0,329.0,5.0,4925/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/1083736,30.0,Entire rental unit,4.93,4.94,4.87,4.96,4.87,4.82,4.84,0.8270926087138261
92,191005,Luxury Apartment Downtown - Porto,923371.0,Carlos,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15328,-8.60758,Entire home/apt,80.0,3.0,131.0,2022-11-06,1.03,2.0,91.0,34.0,5773/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/191005,120.0,Entire rental unit,4.79,4.91,4.74,4.83,4.73,4.69,4.63,0.4946830984948829
93,1096376,Urban apartment - Casa da Portela 5105/AL,6024220.0,Maria João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14409,-8.61145,Entire home/apt,122.0,2.0,133.0,2022-11-14,1.15,1.0,330.0,32.0,5105/AL,3.0,t,100.0,within an hour,https://www.airbnb.com/rooms/1096376,60.0,Entire serviced apartment,4.95,4.98,4.98,4.99,4.87,4.93,4.83,0.6144124136785498
94,546381,Casas do Pátio - Mercados,2686177.0,Citybreak,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14284,-8.61469,Entire home/apt,129.0,1.0,12.0,2019-07-30,0.09,24.0,319.0,0.0,40436/AL,4.0,f,100.0,within an hour,https://www.airbnb.com/rooms/546381,365.0,Entire rental unit,4.64,4.67,4.92,4.83,4.92,4.83,4.75,0.8159229179157893
95,207475,EcoArtistic Nest,1020922.0,João E Susana,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13109,-8.61375,Entire home/apt,31.0,2.0,9.0,2018-01-03,0.07,1.0,0.0,0.0,nan,2.0,f,0.0,nan,https://www.airbnb.com/rooms/207475,15.0,Entire loft,4.38,4.38,5.0,4.88,4.13,4.56,4.5,2.0720089532347994
96,1119084,Perto da Praia e do Porto.,6020311.0,Maria,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.09142,-8.65001,Entire home/apt,56.0,4.0,15.0,2022-11-04,0.15,3.0,338.0,8.0,67776/AL,4.0,t,100.0,within a few hours,https://www.airbnb.com/rooms/1119084,1125.0,Entire rental unit,4.79,4.71,4.86,4.79,4.64,4.6,4.71,7.251546616286065
98,1127987,Apartment close the beach and Nature.,6020311.0,Maria,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.09128,-8.651,Entire home/apt,55.0,4.0,2.0,2022-01-05,0.16,3.0,341.0,1.0,nan,4.0,t,100.0,within a few hours,https://www.airbnb.com/rooms/1127987,1125.0,Entire rental unit,5.0,5.0,5.0,5.0,4.5,5.0,4.5,7.303208589791877
99,562251,Casas do Pátio - Azulejos,2686177.0,Citybreak,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14142,-8.61359,Entire home/apt,145.0,1.0,37.0,2020-02-27,0.3,24.0,320.0,0.0,40626/AL,5.0,f,100.0,within an hour,https://www.airbnb.com/rooms/562251,365.0,Entire rental unit,4.62,4.75,4.43,4.83,4.75,4.54,4.56,0.9370492240033429
100,241573,class & confort downtown / poss parking,1266562.0,Lovely,PORTO,Bonfim,41.14776,-8.60194,Entire home/apt,80.0,2.0,208.0,2022-11-16,1.54,18.0,266.0,12.0,7235/AL,5.0,f,100.0,within an hour,https://www.airbnb.com/rooms/241573,365.0,Entire rental unit,4.82,4.75,4.8,4.68,4.6,4.62,4.62,0.7776218703098557
101,565255,Oporto Center Private Room1,480980.0,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15396,-8.60421,Private room,50.0,3.0,316.0,2022-11-14,2.49,3.0,362.0,39.0,55003/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/565255,15.0,Private room in home,4.9,4.95,4.87,4.95,4.64,4.84,4.86,0.7408004432403483
102,571382,Porto Leça Beach Flat in Matosinhos,2812007.0,João,MATOSINHOS,Matosinhos e Leça da Palmeira,41.1898,-8.6983,Entire home/apt,51.0,3.0,236.0,2022-11-27,1.95,6.0,214.0,31.0,33782/AL,8.0,t,100.0,within an hour,https://www.airbnb.com/rooms/571382,365.0,Entire rental unit,4.84,4.88,4.81,4.85,4.69,4.81,4.78,8.573237251900231
103,1144090,O'Porto Studio | Historic Center,2220420.0,Tomás,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14826,-8.61574,Entire home/apt,70.0,2.0,555.0,2022-11-22,4.76,8.0,320.0,63.0,44228/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/1144090,1120.0,Entire loft,4.86,4.88,4.83,4.93,4.76,4.65,4.76,0.4317770293356575
104,1165025,17 Largo Viriato Historic Center,5723366.0,Miguel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14583,-8.62022,Entire home/apt,73.0,3.0,246.0,2022-11-06,2.12,3.0,269.0,31.0,44934/AL,3.0,t,100.0,within an hour,https://www.airbnb.com/rooms/1165025,180.0,Entire rental unit,4.93,4.92,4.95,4.95,4.86,4.81,4.82,0.8858454889027404
105,241574,apartment downtown 1 terrace,1266562.0,Lovely,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14645,-8.60293,Entire home/apt,58.0,2.0,345.0,2022-10-24,2.56,18.0,328.0,6.0,6762/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/241574,365.0,Entire rental unit,4.79,4.8,4.81,4.71,4.81,4.68,4.73,0.7536734489140697
106,1168784,Mouzinho 134 - Historical Center - Green,3565697.0,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14295,-8.61372,Entire home/apt,72.0,2.0,369.0,2022-12-14,3.19,9.0,360.0,41.0,6466/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/1168784,90.0,Entire rental unit,4.94,4.95,4.97,4.94,4.95,4.91,4.88,0.7762327261500162
107,241742,lovely duplex apartment in downtown Porto,1266562.0,Lovely,PORTO,Bonfim,41.14831,-8.6004,Entire home/apt,80.0,2.0,234.0,2022-11-23,1.75,18.0,253.0,31.0,7235/AL,5.0,f,100.0,within an hour,https://www.airbnb.com/rooms/241742,365.0,Entire rental unit,4.69,4.79,4.74,4.77,4.7,4.59,4.63,0.8907892203197221
108,573687,"Dream corner by waterfalls, 20 min to Porto- Ap3",680010.0,Liana,PAREDES,Parada de Todeia,41.158642,-8.378835,Entire home/apt,32.0,2.0,24.0,2022-09-02,0.21,12.0,245.0,1.0,25639/AL,4.0,f,100.0,within an hour,https://www.airbnb.com/rooms/573687,365.0,Entire rental unit,4.86,5.0,4.95,4.86,4.81,4.91,4.81,19.45524856116139
109,241743,tranquility in downtown Porto,1266562.0,Lovely,PORTO,Bonfim,41.14654,-8.59991,Entire home/apt,58.0,2.0,154.0,2022-11-13,1.16,18.0,325.0,9.0,7233/AL,3.0,f,100.0,within an hour,https://www.airbnb.com/rooms/241743,365.0,Entire rental unit,4.62,4.79,4.76,4.73,4.67,4.56,4.64,0.9810966886964293
110,1170448,GuestHouse Pool&Sea Espinho Oporto,6317610.0,Isa,ESPINHO,Anta e Guetim,40.99925,-8.61615,Private room,70.0,2.0,60.0,2020-01-02,0.52,2.0,365.0,0.0,nan,4.0,t,100.0,within a day,https://www.airbnb.com/rooms/1170448,1125.0,Private room in townhouse,4.78,4.91,4.9,4.79,4.4,4.85,4.68,16.723948463815827
111,248537,Carregal Apartment,1302034.0,Maria De Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14765,-8.61876,Entire home/apt,67.0,3.0,282.0,2022-12-09,2.12,1.0,315.0,43.0,5400/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/248537,365.0,Entire rental unit,4.94,4.96,4.88,4.94,4.86,4.85,4.81,0.6929199593731894
112,577242,Big House Near Porto and beachs,2838878.0,Dulce,SANTA MARIA DA FEIRA,Argoncilhe,41.02448,-8.53994,Entire home/apt,180.0,5.0,59.0,2022-10-28,0.49,1.0,212.0,3.0,nan,8.0,f,75.0,within a few hours,https://www.airbnb.com/rooms/577242,1125.0,Entire home,4.6,4.51,4.38,4.51,4.29,4.6,4.73,15.130473685720547
113,264087,Historical City Center Apartment,1385493.0,Salomé,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15075,-8.6217,Entire home/apt,70.0,3.0,316.0,2022-11-24,2.38,2.0,98.0,28.0,5488/AL,3.0,t,100.0,within an hour,https://www.airbnb.com/rooms/264087,30.0,Entire rental unit,4.96,4.96,4.97,4.97,4.82,4.9,4.83,0.9132632401226801
114,1192674,4 Bedroom Apartment  - Porto,6518808.0,Miguel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16431,-8.62965,Entire home/apt,139.0,2.0,268.0,2022-12-10,2.31,2.0,319.0,46.0,17079/AL,8.0,t,100.0,within an hour,https://www.airbnb.com/rooms/1192674,1125.0,Entire rental unit,4.82,4.91,4.84,4.91,4.5,4.72,4.7,2.2670551707766036
115,265819,Porto Center Apartement - Beach 2 KM,506925.0,Amália,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1605,-8.6327,Entire home/apt,79.0,5.0,99.0,2022-10-31,0.75,1.0,170.0,5.0,87222/AL,4.0,f,100.0,within an hour,https://www.airbnb.com/rooms/265819,365.0,Entire rental unit,4.77,4.82,4.74,4.79,4.5,4.63,4.6,2.190924640585057
116,1198320,Amazing River Views - charming Studio,680010.0,Liana,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.1386,-8.61002,Entire home/apt,67.0,2.0,107.0,2022-11-13,0.93,12.0,332.0,16.0,18620/AL,4.0,f,100.0,within an hour,https://www.airbnb.com/rooms/1198320,365.0,Entire rental unit,4.6,4.77,4.4,4.73,4.92,4.5,4.51,1.2253618279114378
117,579745,Airy & Modern Beachfront Apartment,2851799.0,Maria C,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15384,-8.67886,Entire home/apt,95.0,2.0,304.0,2022-12-03,2.4,1.0,217.0,20.0,20531/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/579745,60.0,Entire rental unit,4.94,4.93,4.91,4.91,4.91,4.87,4.8,5.709545584947658
118,266970,The peacefulness of the countryside near Oporto,1399935.0,Teresa E Pedro / Teresa Und Pedro,VILA NOVA DE GAIA,Avintes,41.11834,-8.54862,Entire home/apt,90.0,7.0,37.0,2022-10-29,0.33,2.0,348.0,9.0,2832/AL,4.0,f,100.0,within an hour,https://www.airbnb.com/rooms/266970,365.0,Entire home,4.76,4.84,4.7,4.76,4.57,4.69,4.73,6.267996566117851
119,581356,"Toc Toc Studio, Fun Bijou Retreat in a Historic Building",2712090.0,Hugo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14443,-8.61755,Entire home/apt,55.0,2.0,488.0,2022-12-04,3.86,2.0,334.0,60.0,30100/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/581356,360.0,Entire rental unit,4.96,4.97,4.96,4.97,4.92,4.92,4.88,0.8003334318240471
120,581402,Big private bedroom with private WC,2861881.0,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Private room,51.0,1.0,35.0,2019-07-31,0.28,6.0,0.0,0.0,AL 52876,5.0,f,100.0,within an hour,https://www.airbnb.com/rooms/581402,365.0,Private room in home,4.91,4.94,4.89,4.94,4.71,4.82,4.69,0.585860994817892
121,1207275,Mouzinho 134 - Historical Center - Blue,3565697.0,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14298,-8.61363,Entire home/apt,214.0,2.0,413.0,2022-11-05,3.59,9.0,350.0,31.0,6467/AL,6.0,t,100.0,within an hour,https://www.airbnb.com/rooms/1207275,90.0,Entire rental unit,4.92,4.91,4.96,4.92,4.95,4.85,4.85,0.77078716675587
122,1209353,Shining view in the city heart 9,1630185.0,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14364,-8.61628,Entire home/apt,105.0,2.0,11.0,2019-08-15,0.12,15.0,359.0,0.0,5929/AL,4.0,f,100.0,within an hour,https://www.airbnb.com/rooms/1209353,1125.0,Entire loft,5.0,4.82,4.82,5.0,4.91,5.0,5.0,0.8013333724258779
123,270094,PortoFLAT Self contained studioflat,1377045.0,Chris,PORTO,Lordelo do Ouro e Massarelos,41.15906,-8.63666,Entire home/apt,50.0,3.0,60.0,2022-11-23,0.47,1.0,105.0,11.0,60563/AL,2.0,f,100.0,within a few hours,https://www.airbnb.com/rooms/270094,31.0,Entire rental unit,4.9,4.98,4.92,4.97,4.83,4.86,4.78,2.3995592421328995
124,1257019,Casa 22 ***** City centre cozy apartment!,6847458.0,Kiki & Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1456,-8.60623,Entire home/apt,59.0,5.0,239.0,2022-09-19,2.07,2.0,338.0,11.0,nan,3.0,f,50.0,within a day,https://www.airbnb.com/rooms/1257019,1125.0,Entire rental unit,4.92,4.93,4.92,4.91,4.86,4.85,4.83,0.5922254834042207
125,582405,Minimalist House T3 downtown Porto,2868260.0,Henrique,PORTO,Bonfim,41.15819,-8.60128,Entire home/apt,80.0,5.0,140.0,2022-08-31,1.13,2.0,206.0,2.0,18642/AL,6.0,f,100.0,within an hour,https://www.airbnb.com/rooms/582405,364.0,Entire rental unit,4.87,4.87,4.86,4.91,4.36,4.72,4.7,1.249416896917894
126,270965,Central Apartment in Porto,1418251.0,Júlia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15676,-8.60897,Entire home/apt,46.0,3.0,139.0,2022-10-03,1.09,1.0,359.0,15.0,7349/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/270965,30.0,Entire rental unit,4.64,4.77,4.6,4.81,4.22,4.27,4.38,0.8123882444419559
127,587499,Oporto Downtown Loft - Clérigos,2897689.0,Joana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1474,-8.61528,Entire home/apt,39.0,2.0,441.0,2022-11-02,3.52,1.0,361.0,6.0,6209/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/587499,1125.0,Entire rental unit,4.85,4.83,4.86,4.83,4.94,4.79,4.82,0.44084153876441573
128,600573,Cozy apartment close metro & beach,2969815.0,Salomé,MATOSINHOS,Matosinhos e Leça da Palmeira,41.180832,-8.680304,Entire home/apt,54.0,3.0,53.0,2022-10-23,0.46,2.0,191.0,16.0,33393/AL,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/600573,60.0,Entire rental unit,4.77,4.88,4.37,4.85,4.81,4.68,4.73,6.7685908930827265
129,604702,Casa da Paz | Clean&Safe Vintage House with garden,2993425.0,"Maria, Gabriela & Tiago",PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15667,-8.62764,Entire home/apt,61.0,2.0,364.0,2022-12-12,2.91,1.0,315.0,41.0,34224/AL,4.0,t,100.0,within an hour,https://www.airbnb.com/rooms/604702,365.0,Entire home,4.82,4.92,4.92,4.95,4.55,4.81,4.73,1.6069756675645253
130,1263840,CHARMING ATTIC ROOM & WC + GARDEN,5732545.0,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16099,-8.62395,Private room,40.0,3.0,248.0,2022-03-13,2.35,1.0,0.0,4.0,45553/AL,2.0,t,0.0,nan,https://www.airbnb.com/rooms/1263840,25.0,Private room in townhouse,4.78,4.72,4.78,4.72,4.51,4.64,4.69,1.6726498203352593
131,273345,charming apartment in downtown Porto 3,1266562.0,Lovely,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14663,-8.60385,Entire home/apt,62.0,2.0,256.0,2022-11-29,2.0,18.0,318.0,27.0,6760/AL,4.0,f,100.0,within an hour,https://www.airbnb.com/rooms/273345,1125.0,Entire rental unit,4.77,4.73,4.8,4.67,4.81,4.63,4.71,0.6764042737162419
132,1268146,Light and colorful cosy studio,6250742.0,Fred,PORTO,Paranhos,41.18221,-8.60921,Entire home/apt,78.0,2.0,59.0,2022-10-30,0.74,10.0,0.0,15.0,87520/AL,2.0,t,100.0,within an hour,https://www.airbnb.com/rooms/1268146,90.0,Entire loft,4.93,4.86,4.86,4.98,4.66,4.9,4.81,3.6288250985065695
134,609453,Porto center-Priv. room w/ WC&WI-FI,2861881.0,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Private room,51.0,1.0,73.0,2019-09-21,0.59,6.0,0.0,0.0,AL 52876,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/609453,1125.0,Private room in home,4.99,4.85,4.93,4.9,4.82,4.84,4.9,0.585860994817892
135,609455,Double room ensuite in the center,2861881.0,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.148804,-8.604039,Private room,51.0,1.0,63.0,2019-09-21,0.5,6.0,0.0,0.0,AL 52876,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/609455,1125.0,Private room in home,4.84,4.85,4.9,4.84,4.7,4.76,4.77,0.5812476261876857
136,613792,"Porto, estúdio florido numa praia famosa",3043794.0,Armando,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.07648,-8.65492,Entire home/apt,50.0,3.0,86.0,2022-10-10,0.71,5.0,344.0,14.0,nan,2.0,f,100.0,within an hour,https://www.airbnb.com/rooms/613792,180.0,Entire guesthouse,4.77,4.86,4.56,4.86,4.7,4.6,4.52,8.927830389196673
137,278886,charming apartment in downtown Porto 2,1266562.0,Lovely,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14653,-8.6023,Entire home/apt,63.0,2.0,271.0,2022-11-17,2.48,18.0,320.0,13.0,6764/AL,4.0,f,100.0,within an hour,https://www.airbnb.com/rooms/278886,365.0,Entire rental unit,4.8,4.78,4.78,4.73,4.79,4.7,4.73,0.7969052999856324
138,619218,Kitchnette Studio in Porto's Downtown,1651078.0,Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15448,-8.61451,Entire home/apt,30.0,2.0,454.0,2022-11-28,3.62,5.0,365.0,32.0,30401/AL,1.0,t,100.0,within an hour,https://www.airbnb.com/rooms/619218,1125.0,Entire home,4.66,4.92,4.74,4.94,4.73,4.68,4.72,0.6211314249001495
