name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
Apartamento Don Juan,206926895,Eo,PORTO,Paranhos,41.17,-8.58882,Private room,19,3,0,,,1,365,0,4200/245 porto
Minha casa sua casa,195641688,Diego,VALONGO,Ermesinde,41.21497,-8.55916,Private room,22,1,1,2019-06-10,0.02,1,0,0,Exempt
Standard twin room - yellow,48469139,Irene,PAREDES,Paredes,41.2069,-8.32938,Private room,50,1,0,,,5,347,0,Exempt
OTF Vista Cidade,9043471,Idalina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15305,-8.60835,Entire home/apt,104,3,1,2018-11-09,0.02,4,3,0,81296/AL
Your Place (Independent apartment),208719683,Ana,MAIA,Cidade da Maia,41.2125,-8.61065,Entire home/apt,55,3,62,2022-11-19,1.22,1,175,21,80118/AL
Casa da Aldeia MGS,206976694,Henrique,PÓVOA DE VARZIM,Laundos,41.43543,-8.71943,Entire home/apt,200,2,4,2022-08-18,0.1,1,1,1,79269/AL
Hostel das Flores - Hostel masculino 1,99254174,Sergio,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.18839,-8.64764,Shared room,18,1,49,2022-12-07,0.94,7,355,39,343/99
Mo House T0 with balcony (2 pax),8937732,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14217,-8.6161,Hotel room,104,1,0,,,9,244,0,66390
Pinheiro Cardoso House - Room 2,47583333,Luís,PORTO,Bonfim,41.15341,-8.59474,Private room,2174,2,48,2021-08-17,0.91,10,46,0,64721/AL
Pinheiro Cardoso House - Room 4,47583333,Luís,PORTO,Bonfim,41.15469,-8.59361,Private room,30,2,113,2022-11-29,2.15,10,78,38,64721/AL
Holland´s Nest - Porto,208740481,Ana,PORTO,Paranhos,41.16282,-8.60692,Entire home/apt,79,2,23,2022-08-12,0.44,1,343,2,79613/AL
Mo House T0 With River View (2 to 4 pax),8937732,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1416,-8.61647,Hotel room,128,1,0,,,9,239,0,66400
Mo House T1 With Street View (2 to 4 pax),8937732,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14256,-8.61687,Hotel room,103,1,2,2022-08-17,0.06,9,215,1,66394
Mo House T1 With Street View (2 to 4 pax),8937732,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14257,-8.61688,Hotel room,103,1,1,2022-06-12,0.16,9,239,1,66405
"TWO BEDROOMS APARTMENT - TOP CONFORT, BEACH, POOL",208821177,Manuel,MATOSINHOS,"Perafita, Lavra e Santa Cruz do Bispo",41.24082,-8.72362,Entire home/apt,99,4,9,2022-09-06,0.22,1,365,4,49254/AL
Mo House T0 With River View (2 to 4 pax),8937732,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14256,-8.61686,Hotel room,128,1,4,2019-08-16,0.08,9,240,0,66413
Mo House T1 Duplex With Street View (2 to 5 pax),8937732,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14199,-8.61798,Hotel room,114,1,10,2022-11-30,0.24,9,266,3,66410
Lively Getaway Apartment,210914115,Lively,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14899,-8.61536,Entire home/apt,50,2,7,2022-10-03,0.14,1,303,5,81012/AL
Rooftop View with FREE PARKING,210916290,Alegria,PORTO,Bonfim,41.15914,-8.60085,Entire home/apt,58,2,44,2022-12-08,0.85,1,303,22,80545/AL
"Casa Paillard, nice home for 4 and pet",6787366,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.159,-8.60874,Entire home/apt,75,2,11,2022-09-25,0.25,28,247,9,81069/AL
Apartamento Porto - Campanhã Station(Train/Subway),191899072,David,PORTO,Bonfim,41.150402,-8.592058,Entire home/apt,50,5,102,2022-11-26,2.0,1,267,21,83406/AL
Graceful design apartment in Porto,28713820,Gonçalo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15093,-8.60261,Entire home/apt,55,3,65,2022-11-06,1.25,2,88,28,81245/AL
São Domingos Flowers Apt.-Calla Lily - 1º Frente,127645142,Liliana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14312,-8.61612,Entire home/apt,67,1,122,2022-11-27,2.76,4,26,61,77413/AL
Mo House T2 With River View (2 to 6 pax),8937732,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14305,-8.61799,Hotel room,128,1,1,2022-02-26,0.1,9,278,1,66415
Mo House T0 With River View (2 to 4 pax),8937732,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14268,-8.61783,Hotel room,128,1,1,2020-12-21,0.04,9,239,0,66407
OTF Apartamento com varanda,9043471,Idalina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15305,-8.60835,Entire home/apt,91,3,1,2018-09-09,0.02,4,333,0,81330/AL
OPORTO GUEST Studio Bolhão 2,49819978,Oporto Guest,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15052,-8.60391,Entire home/apt,40,2,26,2022-11-02,0.49,22,339,8,74075/AL
Mo House T0 (2 to 4 pax),8937732,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14137,-8.61764,Hotel room,114,1,2,2021-09-18,0.05,9,269,0,66384
Room w/ toilet & breakfast near Oporto & the beach,86947046,Raquel,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18634,-8.68571,Private room,49,2,64,2022-10-24,1.27,1,25,20,Exempt
Oporto Lovely House-Free Parking,209011564,Elisabete,PORTO,Campanhã,41.1546,-8.58718,Entire home/apt,70,4,56,2022-08-31,1.06,4,190,9,75211/al
Oporto Lovely House - Standard,209011564,Elisabete,PORTO,Campanhã,41.15332,-8.58772,Entire home/apt,69,3,6,2019-08-16,0.12,4,184,0,75211/AL
Porto - Skylight Loft,2128466,Cristina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14429,-8.60921,Entire home/apt,200,2,25,2022-07-12,0.49,1,155,12,86413/AL
"Oporto Delight 1.3 - Luxury Apartment 2b, 4pers",204123122,Yolanda And Sebastiaan,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1457,-8.61292,Entire home/apt,96,3,114,2022-11-28,2.19,3,225,41,114935/AL
"Oporto Delight 1.2 - Luxury Apartment 2b, 4pers",204123122,Yolanda And Sebastiaan,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1457,-8.61292,Entire home/apt,96,3,115,2022-12-07,2.2,3,186,44,114861/AL
Faria House 3: Modern Suite,143402005,António,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15877,-8.60836,Private room,39,2,98,2022-11-07,2.01,18,89,39,38706/AL
Bruno's Beach House,213509729,Bruno,MATOSINHOS,"Perafita, Lavra e Santa Cruz do Bispo",41.24602,-8.71994,Entire home/apt,74,2,34,2022-06-17,0.66,2,346,3,77616/AL
Proche de Porto : vue panoramique 180° + terrasse,115102645,Marine,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38263,-8.77074,Entire home/apt,100,4,19,2022-08-27,0.43,2,286,9,PB00379/2018
Premium Suites & Apartments Porto Centre - Foz,213493497,Esher,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15109,-8.6139,Entire home/apt,58,2,0,,,14,216,0,48666/AL
"Red Wine Apartment, Downtown",54040900,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14354,-8.61296,Entire home/apt,70,2,131,2022-11-08,2.57,18,364,39,90118/AL
The Theatrical Apartment | Cedofeita,192284066,Pedro & Leonor,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15074,-8.61716,Entire home/apt,180,3,24,2019-10-27,0.46,3,0,0,76353/AL
Faria House 4: Cozy Suite,143402005,António,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15751,-8.60907,Private room,39,2,83,2022-11-30,1.78,18,89,28,38706/AL
CHAMBRES PRIVEES DE LUXE,207376674,Bzeih,VILA NOVA DE GAIA,Vilar de Andorinho,41.09943,-8.59297,Private room,70,1,3,2022-07-31,0.06,2,321,1,Kb10081961
GuestReady - Terraço da Maria,213618200,Fatima,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15404,-8.61173,Entire home/apt,43,2,144,2022-12-12,2.9,2,290,36,50106/AL
Dukes Joy Apartment 2,119439098,Francisco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15922,-8.60814,Entire home/apt,40,2,29,2022-09-24,0.56,3,350,12,97144/AL
Attractive flat at centre,213744499,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14396,-8.61435,Entire home/apt,55,3,22,2020-02-26,0.44,1,0,0,41827/AL
PORTO DOURO-Maison - Piscine couverte/eau chauffée,203692835,Maria,GONDOMAR,Foz do Sousa e Covelo,41.07414,-8.50117,Entire home/apt,490,3,14,2022-08-04,0.33,3,358,7,Exempt
OLÁ PORTO near Center and University Campus,209110563,Marília,PORTO,Paranhos,41.16395,-8.60321,Entire home/apt,65,3,120,2022-11-07,2.33,1,252,40,78999/AL
Lovely Apartment Near the River,46446520,Miguel,PORTO,Lordelo do Ouro e Massarelos,41.15048,-8.62761,Entire home/apt,64,2,188,2022-11-30,3.66,2,258,43,83410/AL
Sá da Bandeira Downtown Apartment,208538783,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14748,-8.60763,Entire home/apt,75,2,79,2020-08-23,1.51,1,0,0,79791/AL
Ethnic Eclectic Apartment in Porto by Cozzy Homes,28713820,Gonçalo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14922,-8.6032,Entire home/apt,94,3,98,2022-11-29,1.91,2,65,32,81709/AL
SEA FRONT APARTMENT,209202325,Pedro,MATOSINHOS,"Perafita, Lavra e Santa Cruz do Bispo",41.23934,-8.7228,Entire home/apt,115,4,9,2022-09-08,0.2,1,340,2,65294/AL
Beautiful & Calm in Formosa,11719083,Paula Alexandra Ferreira,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14701,-8.60453,Entire home/apt,62,2,24,2022-10-18,0.47,4,254,7,82052/AL
Downtown Porto Flat,76223539,BnBird,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15044,-8.61329,Entire home/apt,40,3,117,2022-11-29,2.26,62,348,34,78420/AL
Lovely apartment at Art Spot,5389044,Adriana,PORTO,Lordelo do Ouro e Massarelos,41.1503,-8.62534,Entire home/apt,39,2,82,2022-11-21,1.58,12,365,13,81267/AL
Flats 323 - 2,167876218,Helena,PORTO,Lordelo do Ouro e Massarelos,41.16067,-8.63873,Entire home/apt,50,2,23,2022-11-06,0.54,5,303,10,93759/AL
Apartamento T1,93093414,Filipa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14857,-8.61252,Hotel room,99,1,1,2019-02-03,0.02,3,230,0,57634/AL
Casa das Virtudes 1º Andar,6988977,Casa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14376,-8.61795,Entire home/apt,64,3,95,2022-11-02,1.81,3,166,32,76882/AL
Old house  by the Douro River,1399935,Teresa E Pedro / Teresa Und Pedro,VILA NOVA DE GAIA,Avintes,41.11824,-8.55051,Entire home/apt,63,7,19,2022-11-22,0.39,2,348,11,130053/AL
SantOporto Baixa,164287368,Miguel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15176,-8.60726,Entire home/apt,90,2,3,2019-07-29,0.06,1,0,0,78045/AL
"Rest Room and garage in Marquês, Porto",213994949,Ana,PORTO,Bonfim,41.16347,-8.60104,Private room,54,1,97,2022-10-29,1.89,1,248,45,Exempt
Premium Suites & Apartments Porto Centre - Ribeira,213493497,Esher,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15045,-8.61363,Private room,63,2,0,,,14,249,0,48666/AL
COZY APARTMENT TRINDADE *NEW  APT*,214163490,Apartment,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15582,-8.60808,Entire home/apt,58,2,1,2022-12-01,1.0,1,199,1,79038/AL
Estúdio Standard,93093414,Filipa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1484,-8.61159,Hotel room,86,1,7,2022-07-01,0.14,3,316,1,57634/AL
Max and Myla House,25463999,Maximiliano,SÃO JOÃO DA MADEIRA,São João da Madeira,40.89694,-8.50313,Private room,20,1,8,2018-10-13,0.15,1,0,0,Exempt
Hostel das Flores - Hostel feminino/masculino,99254174,Sergio,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.18839,-8.64764,Shared room,18,1,46,2022-12-05,0.89,7,349,30,343/99
Windmill house.,135335812,Fernanda Eugénia,MATOSINHOS,Matosinhos e Leça da Palmeira,41.19035,-8.70219,Entire home/apt,73,2,24,2022-06-02,0.55,1,150,3,94163/AL
Farm house  with fireplace and relaxing sun deck,3290522,Guilherme,OLIVEIRA DE AZEMÉIS,"O. Azeméis, Riba-Ul, Ul, Macinhata da Seixa, Madail",40.83249,-8.48898,Entire home/apt,88,3,67,2022-11-12,1.32,3,336,19,49186/AL
Porto Pacific Apartments - São Bento,34650052,André,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14451,-8.61032,Entire home/apt,60,1,278,2022-12-04,5.39,3,355,84,81506/AL
Uracini Beach Apartment  ||||||||||||!!  80178/AL,211282499,Maria,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38699,-8.76907,Entire home/apt,51,5,42,2022-12-09,0.8,1,340,14,80178/AL
Art Gallery Apartment,209117013,Art Gallery,PORTO,Lordelo do Ouro e Massarelos,41.15049,-8.62438,Entire home/apt,85,2,14,2022-08-06,0.27,1,188,5,76440/AL
OPS Aldas - Apt. Deluxe Duplo Vista Rio,153745488,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14264678955078,-8.612646102905273,Entire home/apt,169,1,116,2022-11-27,2.21,65,230,38,85789/AL
Aluga-se/Arrenda-se T1 Aver-o-mar[Verão],209368820,Vitor,PÓVOA DE VARZIM,"AVer-o-Mar, Amorim e Terroso",41.39829,-8.77763,Entire home/apt,80,1,0,,,1,0,0,Exempt
OPS Aldas - Estúdio Clássico Vista Rio,153745488,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14264678955078,-8.612646102905273,Entire home/apt,68,1,15,2019-12-05,0.29,65,288,0,85777/AL
Atelier 603,209018804,Malgorzata E António,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15986,-8.67547,Entire home/apt,51,2,107,2022-11-27,2.03,1,340,25,84869/AL
OPS Aldas - Apt. Premium Duplo Vista Rio,153745488,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14264678955078,-8.612646102905273,Entire home/apt,217,1,86,2022-12-13,1.66,65,208,33,85585/AL
OPS Aldas - Superior Studio W/River View,153745488,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14264678955078,-8.612646102905273,Entire home/apt,67,1,27,2022-11-23,0.52,65,280,8,85771/AL
OPS Aldas - Estúdio Standard Vista Rio,153745488,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14264678955078,-8.612646102905273,Entire home/apt,65,1,3,2020-01-29,0.06,65,304,0,85749/AL
Pereira House,102219334,Juliana,TROFA,Bougado (São Martinho e Santiago),41.34441,-8.54446,Entire home/apt,39,1,61,2022-11-20,1.18,2,347,17,Exempt
Azurara beach,72153672,Domingos,VILA DO CONDE,Azurara,41.33751,-8.74046,Entire home/apt,65,2,123,2022-12-15,2.37,2,87,43,Exempt
T1 near by El Corte Inglés,92634987,Mafamude Guest House,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.1272,-8.60122,Entire home/apt,39,14,6,2022-11-01,0.13,4,74,4,56031/2017
B28 Apartments,214755900,B28,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14336,-8.61658,Entire home/apt,285,2,0,,,2,331,0,73951/AL
T0 Estúdio 2pessoas,93140803,Filipa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15146,-8.60819,Hotel room,91,1,0,,,4,287,0,28964/AL
Cordoaria Plantree Shadow,209522823,Eylon,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14688,-8.61755,Entire home/apt,45,2,29,2019-10-24,0.55,3,0,0,81100/AL
T0 Estúdio 4pessoas,93140803,Filipa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14934,-8.60777,Hotel room,91,1,6,2022-07-31,0.12,4,269,2,28964/AL
Apartamento T1,93140803,Filipa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15022,-8.60992,Hotel room,111,1,1,2021-11-01,0.07,4,302,0,28964/AL
Apartamento T2,93140803,Filipa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1507,-8.60938,Hotel room,105,1,3,2021-12-25,0.08,4,222,1,28964/AL
Cozy Stay | Orange Tree House- DOURO RIVER VIEW II,208235394,Thierry&Nastia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14274,-8.60304,Entire home/apt,92,2,67,2022-10-24,1.29,6,362,24,134029/AL
Watermill near Vila do Conde,114018833,Bruno,VILA DO CONDE,Vilar e Mosteiró,41.28041,-8.67708,Entire home/apt,60,3,44,2022-11-11,0.84,4,256,12,76924/AL
GIL,121320866,Miguel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.151451,-8.621596,Entire home/apt,60,2,111,2022-10-16,2.2,1,41,3,81339/AL
Bruval Premium Apartments - Ribeira 1º,250250069,Valter,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14269,-8.61362,Entire home/apt,41,1,28,2022-11-14,0.53,9,329,8,78220/AL
StayInn City - Póvoa do Varzim,24313140,StayInn City,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.3788,-8.76384,Private room,100,1,1,2022-06-19,0.17,1,364,1,74710/AL
Bruval Premium Apartments - Ribeira 2º,250250069,Valter,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14258,-8.61346,Entire home/apt,43,1,18,2022-10-14,0.34,9,343,9,78236/AL
Oporto Yachts,9216643,Nuno,PORTO,Campanhã,41.14302,-8.57621,Entire home/apt,169,2,2,2019-08-15,0.04,1,349,0,1222/2018
PortoStudio,94972475,Margarida,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.13927,-8.6147,Entire home/apt,65,2,121,2022-12-04,2.32,2,330,47,82198/AL
2 bedroom apartment close to Miramar beach,89383433,Lisa,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.07254,-8.6533,Entire home/apt,84,2,28,2022-10-31,0.63,8,260,14,79529/AL
Porto Luxury Apartments - 1st floor- 2 bedrooms,205314848,Eduardo,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13527,-8.60619,Entire home/apt,75,2,79,2022-10-27,1.53,3,270,29,78877/AL
Oportobestview-TopLoft,41020666,Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14279,-8.61857,Entire home/apt,45,2,99,2022-11-28,1.92,8,133,32,81352/AL
Cozy Stay | Orange Tree House - Garden View II,208235394,Thierry&Nastia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14274,-8.60304,Entire home/apt,63,2,68,2022-11-15,1.31,6,329,26,134029/AL
Cozy Stay | Orange Tree House - DOURO RIVER VIEW I,208235394,Thierry&Nastia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14274,-8.60304,Entire home/apt,103,2,74,2022-10-28,1.44,6,363,26,134029/AL
"PORTO LUXURY GROUND FLOOR, 3 bedrooms",205314848,Eduardo,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13524,-8.60619,Entire home/apt,100,2,87,2022-10-31,1.68,3,267,32,78877/AL
Mártires Boutique Flat by LovelyStay,214988813,Mariana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15201,-8.61405,Entire home/apt,61,2,126,2022-11-24,2.46,1,261,44,120098/AL
Cozy Stay | Orange Tree House - Garden View I,208235394,Thierry&Nastia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14274,-8.60304,Entire home/apt,69,3,27,2022-09-26,0.52,6,364,12,134029/AL
Casa da Raquel,131023218,Pedro Da,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14417266845703,-8.60356616973877,Entire home/apt,52,1,157,2022-11-28,3.03,1,338,43,53755/AL
Sé Boutique Apartment,212115381,Andre,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14315,-8.61018,Entire home/apt,67,3,55,2022-11-20,1.07,1,156,10,69957/AL
L&M Apartment - Porto City Center (Near Trindade),209925366,Luis & Madalena,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15370559692383,-8.611102104187012,Entire home/apt,50,3,65,2022-11-28,1.24,1,300,10,77609/AL
The house by the river of Lesa,212211143,Meredith,MATOSINHOS,"Custóias, Leça do Balio e Guifões",41.22489,-8.64118,Entire home/apt,52,90,0,,,1,90,0,Exempt
Suite da Rosas - Hostel das Flores,99254174,Sergio,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.18839,-8.64764,Private room,38,1,17,2022-11-10,0.33,7,292,9,343/99
Feel Porto Downtown Harmony,2228036,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15194,-8.60671,Entire home/apt,304,1,34,2022-11-28,0.66,86,1,14,81167/AL
GuestReady - Infante Apartment by Douro River,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14052,-8.61522,Entire home/apt,71,2,224,2022-11-21,4.3,245,210,51,80534/AL
Shiny Cottage,137789345,José,PAREDES,Gandra,41.19023,-8.44756,Private room,16,2,27,2020-11-03,0.54,3,0,0,Exempt
SECOND LOVE#,38282958,Maria De Fatima,PORTO,Paranhos,41.16977,-8.6034,Entire home/apt,4453,2,33,2022-08-12,0.66,3,324,10,84074/AL
Portus Vita Apartament T0 Duplex,199935799,Miguel,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.14218,-8.63862,Entire home/apt,55,2,70,2022-10-15,1.37,2,210,21,82240/AL
My Place Bonfim,61365591,Claudino,PORTO,Bonfim,41.14631,-8.5976,Entire home/apt,41,3,66,2022-10-21,1.47,1,310,29,86322/AL
Douro River Mirror - Downtown's Apartment with River View Balcony & Garage,209941427,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14207,-8.60556,Entire home/apt,68,3,194,2022-11-22,3.71,1,207,63,80058/AL
Boavista Cozy Apartment by LovelyStay,213325577,Tahar,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15639,-8.62295,Entire home/apt,45,2,83,2022-09-27,1.62,2,122,26,65866/AL
Premium Suites & Apartments Porto Centre - Douro,213493497,Esher,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15087,-8.6147,Entire home/apt,54,2,0,,,14,253,0,48666/AL
Jumy Swee!t Home Deluxe Two,44491679,Justina,PORTO,Ramalde,41.16396,-8.64273,Entire home/apt,60,3,35,2022-10-31,0.69,2,324,13,80639/AL
Villa Lóios III By Casa do Conto,212182321,Villa Lóios By Casa Do Conto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.145695,-8.612918,Entire home/apt,122,2,24,2022-11-08,0.48,1,357,10,78296/AL
Suite Hortênsia - Hostel das Flores,99254174,Sergio,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.18839,-8.64764,Private room,35,1,41,2022-11-13,0.79,7,301,32,343/99
Walk to the Waterfront from a Charming Home,148550952,Florinda & Liliana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14096,-8.61236,Entire home/apt,120,1,159,2022-11-15,3.03,4,319,63,80794/AL - Naquele Lugar S Joao
Casa de Mina,216925039,Casa De Mina,PORTO,Lordelo do Ouro e Massarelos,41.14906,-8.63306,Entire home/apt,120,2,37,2022-02-12,0.72,1,135,2,79153/AL
Downtown Porto Spot-1 bedroom Apt,110989657,Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1537,-8.60951,Entire home/apt,46,3,45,2022-12-11,0.87,4,342,33,81390/AL
Downtown Porto Spot- confortable 1 bedroom Apt.,110989657,Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1537,-8.60951,Entire home/apt,46,3,63,2022-12-06,1.22,4,352,43,81331/AL
O Nosso Cantinho - Our Little Corner,60053414,Ana Patrícia,ESPINHO,Espinho,41.01233,-8.64404,Entire home/apt,101,3,15,2022-11-13,0.36,1,362,10,98440/AL
Cedofeita Art Studio by DA'HOME,148125813,DA'Home,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1496,-8.61661,Entire home/apt,62,2,120,2022-10-03,2.38,9,352,23,83503/AL
Apartamento Vila do conde,217104531,Filipa,VILA DO CONDE,Vila do Conde,41.34484,-8.75048,Entire home/apt,55,6,55,2022-10-30,1.1,1,307,11,Exempt
Quinta da Regadas,220118848,Marianna,AROUCA,Santa Eulália,40.92037,-8.28308,Entire home/apt,140,2,32,2022-06-07,0.64,1,334,2,84833/AL
Suite Dreams Matosinhos,20813343,Jorge,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.17877,-8.66026,Entire home/apt,125,2,12,2019-10-19,0.24,1,0,0,80181/AL
"5 Oporto City Center - sleeps 6, 4 beds",37115914,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14861,-8.60972,Entire home/apt,133,2,160,2022-12-10,3.08,5,360,65,77874/AL
Central loft,10232248,M,PORTO,Bonfim,41.15009,-8.60115,Entire home/apt,48,2,77,2022-12-07,1.75,1,68,41,81283/AL
